,omega1,omega2,omega3,omega4,omega5,omega6,omega7,omega8,omega9,omega10,omega11,omega12,omega13,omega14,omega15,omega16,omega17,omega18,omega19,omega20,omega21,omega22,omega23,omega24,omega25,omega26,omega27,omega28,omega29,omega30,omega31,omega32,K
0,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,1
1,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,2
2,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,3
3,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,4
4,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,5
5,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,6
6,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,7
7,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,8
8,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,9
9,-1.1131628651058634,-0.14160099149403638,0.8506924145694703,0.6456388439514744,0.7287206056155093,-0.2088705629023655,0.9425420640570281,0.10336284253381378,-1.318986022881742,-0.1384000960340772,-1.4203532568856834,1.3601914953563834,1.4045369792404219,-0.5172607927261241,-0.5987689328314411,0.8420038471262812,-0.9303213128987096,-1.010145304944608,-0.9783079299199354,-0.4806496845556465,0.3968511336775127,1.4555494623668292,-0.9084418061278395,1.4328824391376291,0.1740431830919682,1.2602563112217284,0.9990836199596016,-1.0668163471020666,0.466661308894456,-1.180945788138385,-1.5530617664283366,-0.32824559944054665,10
